age_struct,bedrooms,BLD_label,gross_rent,num_persons,move_in,HHT_label
16,3,3-4 Apartments,1320,2,2,Married couple household
16,3,3-4 Apartments,1320,2,2,Married couple household
73,2,3-4 Apartments,2692,4,30,"Other family household: Female householder, no spouse present"
73,2,3-4 Apartments,2692,4,30,"Other family household: Female householder, no spouse present"
73,2,3-4 Apartments,2692,4,30,"Other family household: Female householder, no spouse present"
73,2,3-4 Apartments,2692,4,30,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1050,3,3,"Other family household: Female householder, no spouse present"
100,2,One-family house detached,330,3,15,Married couple household
100,2,One-family house detached,330,3,15,Married couple household
100,2,One-family house detached,330,3,15,Married couple household
43,2,5-9 Apartments,430,2,3,"Other family household: Female householder, no spouse present"
43,2,5-9 Apartments,430,2,3,"Other family household: Female householder, no spouse present"
15,1,50 or more apartments,1600,1,1,Nonfamily household: Female householder: Living alone
63,1,50 or more apartments,2460,2,3,Nonfamily household: Female householder: Not living alone
63,1,50 or more apartments,2460,2,3,Nonfamily household: Female householder: Not living alone
33,2,5-9 Apartments,890,1,15,Nonfamily household: Male householder: Living alone
100,1,20-49 Apartments,760,1,15,Nonfamily household: Female householder: Living alone
53,2,50 or more apartments,910,2,25,"Other family household: Female householder, no spouse present"
53,2,50 or more apartments,910,2,25,"Other family household: Female householder, no spouse present"
33,1,20-49 Apartments,1060,2,1,Nonfamily household: Female householder: Not living alone
33,1,20-49 Apartments,1060,2,1,Nonfamily household: Female householder: Not living alone
43,0,50 or more apartments,260,1,25,Nonfamily household: Male householder: Living alone
100,0,3-4 Apartments,1870,1,3,Nonfamily household: Female householder: Living alone
63,2,3-4 Apartments,2910,2,3,Nonfamily household: Female householder: Not living alone
63,2,3-4 Apartments,2910,2,3,Nonfamily household: Female householder: Not living alone
100,1,5-9 Apartments,1970,1,1,Nonfamily household: Male householder: Living alone
16,2,10-19 Apartments,1500,3,1,"Other family household: Female householder, no spouse present"
16,2,10-19 Apartments,1500,3,1,"Other family household: Female householder, no spouse present"
16,2,10-19 Apartments,1500,3,1,"Other family household: Female householder, no spouse present"
63,0,2 Apartments,500,1,1,Nonfamily household: Female householder: Living alone
100,2,3-4 Apartments,1100,2,3,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,1100,2,3,Nonfamily household: Female householder: Not living alone
100,1,One-family house detached,937,2,3,"Other family household: Female householder, no spouse present"
100,1,One-family house detached,937,2,3,"Other family household: Female householder, no spouse present"
23,2,50 or more apartments,2020,2,7,Married couple household
23,2,50 or more apartments,2020,2,7,Married couple household
5,1,5-9 Apartments,1770,1,2,Nonfamily household: Female householder: Living alone
63,2,2 Apartments,1300,2,2,"Other family household: Male householder, no spouse present"
63,2,2 Apartments,1300,2,2,"Other family household: Male householder, no spouse present"
33,1,20-49 Apartments,1490,2,3,Nonfamily household: Female householder: Not living alone
33,1,20-49 Apartments,1490,2,3,Nonfamily household: Female householder: Not living alone
100,1,3-4 Apartments,1810,1,3,Nonfamily household: Male householder: Living alone
100,4,3-4 Apartments,1700,4,2,Nonfamily household: Female householder: Not living alone
100,4,3-4 Apartments,1700,4,2,Nonfamily household: Female householder: Not living alone
100,4,3-4 Apartments,1700,4,2,Nonfamily household: Female householder: Not living alone
100,4,3-4 Apartments,1700,4,2,Nonfamily household: Female householder: Not living alone
16,4,One-family house detached,3082,3,15,Married couple household
16,4,One-family house detached,3082,3,15,Married couple household
16,4,One-family house detached,3082,3,15,Married couple household
43,2,50 or more apartments,760,2,3,Married couple household
43,2,50 or more apartments,760,2,3,Married couple household
100,2,3-4 Apartments,3040,2,3,Nonfamily household: Female householder: Not living alone
100,2,3-4 Apartments,3040,2,3,Nonfamily household: Female householder: Not living alone
53,2,One-family house attached,430,1,30,Nonfamily household: Female householder: Living alone
100,3,3-4 Apartments,1230,3,3,Married couple household
100,3,3-4 Apartments,1230,3,3,Married couple household
100,3,3-4 Apartments,1230,3,3,Married couple household
12,2,10-19 Apartments,2538,2,2,Married couple household
12,2,10-19 Apartments,2538,2,2,Married couple household
23,2,10-19 Apartments,600,2,3,"Other family household: Female householder, no spouse present"
23,2,10-19 Apartments,600,2,3,"Other family household: Female householder, no spouse present"
100,0,50 or more apartments,1850,1,1,Nonfamily household: Female householder: Living alone
73,1,One-family house detached,1002,1,3,Nonfamily household: Female householder: Living alone
33,1,Mobile home or trailer,1520,5,1,Married couple household
33,1,Mobile home or trailer,1520,5,1,Married couple household
33,1,Mobile home or trailer,1520,5,1,Married couple household
33,1,Mobile home or trailer,1520,5,1,Married couple household
33,1,Mobile home or trailer,1520,5,1,Married couple household
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1680,6,1,"Other family household: Female householder, no spouse present"
33,1,50 or more apartments,880,1,1,Nonfamily household: Female householder: Living alone
43,2,3-4 Apartments,1385,3,3,Married couple household
43,2,3-4 Apartments,1385,3,3,Married couple household
43,2,3-4 Apartments,1385,3,3,Married couple household
100,5,2 Apartments,2233,3,7,Nonfamily household: Male householder: Not living alone
100,5,2 Apartments,2233,3,7,Nonfamily household: Male householder: Not living alone
100,5,2 Apartments,2233,3,7,Nonfamily household: Male householder: Not living alone
100,1,20-49 Apartments,530,1,3,Nonfamily household: Male householder: Living alone
53,1,50 or more apartments,260,1,7,Nonfamily household: Male householder: Living alone
73,2,5-9 Apartments,1030,3,7,"Other family household: Female householder, no spouse present"
73,2,5-9 Apartments,1030,3,7,"Other family household: Female householder, no spouse present"
73,2,5-9 Apartments,1030,3,7,"Other family household: Female householder, no spouse present"
63,1,2 Apartments,1990,2,3,Nonfamily household: Male householder: Not living alone
63,1,2 Apartments,1990,2,3,Nonfamily household: Male householder: Not living alone
43,3,3-4 Apartments,1330,4,1,Married couple household
43,3,3-4 Apartments,1330,4,1,Married couple household
43,3,3-4 Apartments,1330,4,1,Married couple household
43,3,3-4 Apartments,1330,4,1,Married couple household
100,2,10-19 Apartments,890,2,2,Nonfamily household: Female householder: Not living alone
100,2,10-19 Apartments,890,2,2,Nonfamily household: Female householder: Not living alone
33,3,One-family house detached,1872,2,2,Married couple household
33,3,One-family house detached,1872,2,2,Married couple household
100,1,5-9 Apartments,600,1,3,Nonfamily household: Male householder: Living alone
33,1,10-19 Apartments,2520,1,1,Nonfamily household: Female householder: Living alone
33,1,50 or more apartments,2200,1,3,Nonfamily household: Male householder: Living alone
43,2,10-19 Apartments,2340,2,1,Nonfamily household: Female householder: Not living alone
43,2,10-19 Apartments,2340,2,1,Nonfamily household: Female householder: Not living alone
100,1,50 or more apartments,430,1,7,Nonfamily household: Female householder: Living alone
53,4,One-family house detached,2200,4,3,"Other family household: Female householder, no spouse present"
53,4,One-family house detached,2200,4,3,"Other family household: Female householder, no spouse present"
53,4,One-family house detached,2200,4,3,"Other family household: Female householder, no spouse present"
53,4,One-family house detached,2200,4,3,"Other family household: Female householder, no spouse present"
43,2,One-family house attached,770,4,15,"Other family household: Female householder, no spouse present"
43,2,One-family house attached,770,4,15,"Other family household: Female householder, no spouse present"
43,2,One-family house attached,770,4,15,"Other family household: Female householder, no spouse present"
43,2,One-family house attached,770,4,15,"Other family household: Female householder, no spouse present"
53,2,20-49 Apartments,1260,2,15,Nonfamily household: Male householder: Not living alone
53,2,20-49 Apartments,1260,2,15,Nonfamily household: Male householder: Not living alone
43,2,3-4 Apartments,2605,2,1,Nonfamily household: Female householder: Not living alone
43,2,3-4 Apartments,2605,2,1,Nonfamily household: Female householder: Not living alone
100,2,2 Apartments,1597,4,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1597,4,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1597,4,3,"Other family household: Female householder, no spouse present"
100,2,2 Apartments,1597,4,3,"Other family household: Female householder, no spouse present"
33,1,10-19 Apartments,260,1,15,Nonfamily household: Female householder: Living alone
23,1,20-49 Apartments,1540,1,1,Nonfamily household: Male householder: Living alone
6,3,2 Apartments,2604,5,1,Nonfamily household: Male householder: Not living alone
6,3,2 Apartments,2604,5,1,Nonfamily household: Male householder: Not living alone
6,3,2 Apartments,2604,5,1,Nonfamily household: Male householder: Not living alone
6,3,2 Apartments,2604,5,1,Nonfamily household: Male householder: Not living alone
6,3,2 Apartments,2604,5,1,Nonfamily household: Male householder: Not living alone
100,0,5-9 Apartments,1600,1,1,Nonfamily household: Male householder: Living alone
100,2,10-19 Apartments,1450,4,1,Married couple household
100,2,10-19 Apartments,1450,4,1,Married couple household
100,2,10-19 Apartments,1450,4,1,Married couple household
100,2,10-19 Apartments,1450,4,1,Married couple household
100,3,2 Apartments,975,3,7,Married couple household
100,3,2 Apartments,975,3,7,Married couple household
100,3,2 Apartments,975,3,7,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
33,4,One-family house detached,1623,8,3,Married couple household
43,1,One-family house detached,1500,1,3,Nonfamily household: Female householder: Living alone
100,4,2 Apartments,2027,5,1,"Other family household: Male householder, no spouse present"
100,4,2 Apartments,2027,5,1,"Other family household: Male householder, no spouse present"
